pl_name,pl_altname,hd_name,hip_name,tic_id,gaia_id,image,caption,sy_constellation,sy_planet_count,sy_snum,sy_mnum,cb_flag,st_name,st_epoch,st_right_ascension,st_declination,st_distance,st_spectral_type,st_apparent_magnitude,st_luminosity,st_mass,st_radius,st_variability,st_metallicity,st_age,pl_semi_major_axis,pl_periastron,pl_apoastron,pl_eccentricity,pl_orbital_period,pl_angular_distance,pl_periastron_time,pl_inclination,pl_argument_of_periastron,pl_epoch,pl_projobliq,pl_trueobliq,pl_imppar,pl_ratdor,pl_ratror,pl_mass,pl_mass_earth,pl_minimum_mass,pl_radius,pl_radius_earth,pl_density,pl_gravity,pl_rotation_period,pl_temperature,pl_insolation_flux,pl_transit_depth,pl_occultation_depth,pl_albedo_bond,pl_pressure,pl_composition,pl_wind_speed,pl_ntranspec,pl_nespec,pl_ndispec,disc_by,disc_program,disc_method,disc_year,disc_facility,disc_telescope,disc_instrument,disc_pubdate,pl_controv_flag,tran_flag,rv_flag,ttv_flag,ast_flag,micro_flag,pul_flag,pre_discovery,detection_type,status
PZ Tel b,,,,,,,,Télescope,1,1,,0,PZ Tel,,18/53/05.90,-50/10/51.22,"ValueWithUncertainty(value=47.0648, error_positive=None, error_negative=None, sign=None)",G9 IV,"ValueWithUncertainty(value=8.43, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.36, error_positive=None, error_negative=None, sign=None)",,,,"ValueWithUncertainty(value=0.2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=27.0, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.52, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=44000.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=574.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2450500.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=91.73, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=50.0, error_positive=None, error_negative=None, sign=None)",,,,,,,"ValueWithUncertainty(value=27.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=8581.366989, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.07, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=11.9, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=28.0, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,,,,,,Imaging,2023,W. M. Keck Observatory,,,,,,,,,,,,,
Kepler-46 b,,,,,,,,Lyre,3,1,,0,Kepler-46,,19/17/04.50,+42/36/15.05,"ValueWithUncertainty(value=777.06, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=15.312, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.902, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.41, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=9.7, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.1968, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.01, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=33.60134, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.253, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89.038, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=264.2, error_positive=None, error_negative=None, sign=None)",,,,,,,"ValueWithUncertainty(value=6.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1907.0, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.808, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=9.057, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=14.0, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=543.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=10.9, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.74259, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2012,Kepler,,,,,,,,,,,,,
Kepler-362 b,,,,,,,,Cygne,2,1,,0,Kepler-362,,19/27/05.18,+47/31/47.71,"ValueWithUncertainty(value=1090.51, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=14.608, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.904, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=-0.12, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=12.88, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.087, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=10.327186, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0798, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=88.47, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.00193, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.079, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.88, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4.96, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=838.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=207.336, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.01269, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2014,Kepler,,,,,,,,,,,,,
Kepler-1300 b,,,,,,,,Lyre,1,1,,0,Kepler-1300,,19/16/07.93,+40/05/12.91,"ValueWithUncertainty(value=777.025, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=12.861, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.29, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.05, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.55, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.16005, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=22.2419092, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.206, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=85.08, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.00771, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.12222321, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.37, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5.24, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=954.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=149.409, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.00649, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2016,Kepler,,,,,,,,,,,,,
KOI-94 d,,,,,,,,Cygne,4,2,,0,KOI-94,,19/49/19.94,+41/53/28.03,"ValueWithUncertainty(value=477.052, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=12.314, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.277, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0228, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.16, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.1684, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.022, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=22.342989, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.353, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89.871, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.334, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=106.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.2504553721, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.005, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=11.27, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.363, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=806.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=97.12, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.56128, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2013,Kepler,,,,,,,,,,,,,
Kepler-1790 b,,,,,,,,Cygne,1,1,,0,Kepler-1790,,19/38/16.05,+46/04/32.63,"ValueWithUncertainty(value=1070.17, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=14.179, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.02, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.88, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.20989, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=31.58889961, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.196, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89.84, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.0316, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.2805442, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.1446145, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.77, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=682.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=49.2, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.03606, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2021,Kepler,,,,,,,,,,,,,
HATS-42 b,,,,,,,,Poupe,1,1,,0,HATS-42,,07/13/48.58,-33/26/14.45,"ValueWithUncertainty(value=800.377, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=13.682, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.273, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.22, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.26, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.03689, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.229, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.292102, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0461, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=85.1, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=1.88, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=597.5204, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.4, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=15.6926, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.83, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=1856.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1637.2058, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.05852906, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2018,HATSouth,,,,,,,,,,,,,
TOI-663 d,,,,,,,,Sextant,3,1,,0,TOI-663,,10/40/15.80,-08/30/39.90,"ValueWithUncertainty(value=64.2308, error_positive=None, error_negative=None, sign=None)",M1 V,"ValueWithUncertainty(value=13.667, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.514, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.07, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.0576, error_positive=None, error_negative=None, sign=None)",,,,"ValueWithUncertainty(value=7.1027268, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.897, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89.6, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.01636103, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=5.2, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.17129122, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.92, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4.0, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=482.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=12.9, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.13177158, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),,,,,,,,,,,,,
Kepler-556 b,,,,,,,,Lyre,1,1,,0,Kepler-556,,19/22/07.08,+38/56/33.83,"ValueWithUncertainty(value=674.598, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=14.316, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.0, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.03, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4.17, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.09833, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=11.72292176, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.146, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89.97, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.0178, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.19983941, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.24, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.76, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=766.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=81.641, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.04922, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2016,Kepler,,,,,,,,,,,,,
HD 99492 c,,,,,,,,Lion,2,2,,0,HD 99492,,11/26/45.52,+03/00/25.68,"ValueWithUncertainty(value=18.2038, error_positive=None, error_negative=None, sign=None)",K2 V,"ValueWithUncertainty(value=7.56727, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.85, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4.8, error_positive=None, error_negative=None, sign=None)",,,,"ValueWithUncertainty(value=0.063, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=95.233, error_positive=None, error_negative=None, sign=None)",,,,"ValueWithUncertainty(value=137.5, error_positive=None, error_negative=None, sign=None)",,,,,,,"ValueWithUncertainty(value=0.0563197, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.0563196983207357, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.394, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4.42, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.14, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,,,,,,Radial Velocity,2023,Roque de los Muchachos Observatory,,,,,,,,,,,,,
Kepler-1083 b,,,,,,,,Lyre,1,1,,0,Kepler-1083,,18/52/38.85,+45/11/54.01,"ValueWithUncertainty(value=902.633, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=16.103, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.81, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=-0.02, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=4.68, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.1899, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=33.4177993, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.21, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=88.08, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.0354, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.29975912, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.36, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.62, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=448.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=10.148, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.11668, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2016,Kepler,,,,,,,,,,,,,
Kepler-1181 c,,,,,,,,Lyre,2,1,,0,Kepler-1181,,19/18/59.36,+39/31/24.29,"ValueWithUncertainty(value=938.417, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=13.549, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.336, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.07, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.24, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0928, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=8.93484887, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0989, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=86.05, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.0126, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.16326195, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.83, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.6, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=1124.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=377.25, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.01359, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2023,Kepler,,,,,,,,,,,,,
K2-398 b,,,,,,,,Sextant,2,1,,0,K2-398,,10/46/56.39,+01/56/12.14,"ValueWithUncertainty(value=606.992, error_positive=None, error_negative=None, sign=None)",G2,"ValueWithUncertainty(value=13.287, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.945, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=-0.257, error_positive=None, error_negative=None, sign=None)",,,,,,"ValueWithUncertainty(value=6.393025, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,"ValueWithUncertainty(value=0.0182, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.20287304, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.274, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.71, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,,,,,,Transit,2022,K2,,,,,,,,,,,,,
Kepler-873 b,,,,,,,,Cygne,1,1,,0,Kepler-873,,19/45/36.75,+51/16/16.60,"ValueWithUncertainty(value=1182.22, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=15.052, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.18, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.07, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.95, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.1542, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=20.5533844, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.13, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=87.62, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.0426, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.33455259, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.75, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.41, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=749.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=68.015, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.06783, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2016,Kepler,,,,,,,,,,,,,
Kepler-254 c,,,,,,,,Lyre,3,1,,0,Kepler-254,,19/12/39.52,+45/48/59.13,"ValueWithUncertainty(value=1389.48, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=16.012, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.849, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=-0.13, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.3, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.105, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=12.412183, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.0756, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=89.95, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=0.01, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=3.2, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=0.192, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.15, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.77, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=787.0, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=67.225, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.06113, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2014,Kepler,,,,,,,,,,,,,
HATS-57 b,,,,,,,,Éridan,1,1,,0,HATS-57,,04/03/47.59,-19/03/24.55,"ValueWithUncertainty(value=279.485, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=12.333, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.026, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.268, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.5, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.03493, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=0.028, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.350621, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=0.125, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=87.88, error_positive=None, error_negative=None, sign=None)",,,,,,,,"ValueWithUncertainty(value=3.147, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1000.21101, error_positive=None, error_negative=None, sign=None)",,"ValueWithUncertainty(value=1.139, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=12.767051, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=2.65, error_positive=None, error_negative=None, sign=None)",,,"ValueWithUncertainty(value=1413.4, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=570.233, error_positive=None, error_negative=None, sign=None)","ValueWithUncertainty(value=1.594, error_positive=None, error_negative=None, sign=None)",,,,,,,,,,,Transit,2019,HATSouth,,,,,,,,,,,,,
